"tipomov";"c_modelo";"c_fil";"c_op";"c_discrim";"c_mov";"c_cfop";"c_preco";"c_prcusto";"unidade";"qtdsaidas";"qtdentradas";"c_data";"c_codprod";"c_descr";"c_familia";"c_chavenfe";"participante"
Saidas por NF-e / NFC-e;"55";"00";"13";NF-E VENDA P/ PESSOA JURIDICA;"5";"5102";23.520000;29.467;UND;4.000;0;2024-03-19;"00991";PINCA MULLER CARBONO;;"22240342247960000109550010000008101000008110";FUNDO MUNC DE SAUDE DE PIRACURUCA PI
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1403";21.180000;22.210;PCT;0;1.000;2024-03-19;"02755";DRENO PENROSE ESTERIL N.1 S/GAZE C/12UND;;"22240305577401000122550010002256011223242410";OTIMA DISTRIBUIDORA MEDICA HOSPITALAR LT
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1403";26.800000;28.100;PCT;0;1.000;2024-03-19;"02756";DRENO PENROSE ESTERIL N.2 S/GAZE C/12UND;;"22240305577401000122550010002256011223242410";OTIMA DISTRIBUIDORA MEDICA HOSPITALAR LT
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1403";50.280000;52.720;PCT;0;1.000;2024-03-19;"02758";DRENO PENROSE ESTERIL N.4 S/GAZE C/12 UND;;"22240305577401000122550010002256011223242410";OTIMA DISTRIBUIDORA MEDICA HOSPITALAR LT
Saidas por NF-e / NFC-e;"55";"00";"13";NF-E VENDA P/ PESSOA JURIDICA;"5";"5102";21.740000;13.420;UND;30.000;0;2024-03-19;"02545";GRAMPO P/ISOLAMENTO 00;;"22240342247960000109550010000008081000008090";FUNDO MUNC DE SAUDE DE PIRACURUCA PI
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1403";138.100000;138.100;CX ;0;3.000;2024-03-20;"00262";ANEST. ALPHACAINE 1:100.000 CX/50;;"22240305348580000126550010000527141280449440";DROGAROCHA DISTRIBUIDORA DE MEDIC.LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1403";65.000000;65.000;CX ;0;10.000;2024-03-21;"01020";TUBO A VACUO T.ROXA DE 4ML CX 100;;"22240318988625000179550010000237081569579546";RONALDO A DA SILVA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1403";300.000000;300.000;CX ;0;2.000;2024-03-21;"02763";DENGUE AG.SAB.20 TESTES NS1;;"22240318988625000179550010000237081569579546";RONALDO A DA SILVA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";254.950000;254.950;KIT;0;2.000;2024-03-22;"00276";TRIGLICERIDES LIQUIFORME REF:87-2/100 TESTES;;"22240309470570000110550010000189361000280940";KHRIS TEC EIRELI
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";14.680000;14.680;KIT;0;10.000;2024-03-22;"01521";HEMSTAB-REF.30-400 400 TESTES;;"22240309470570000110550010000189361000280940";KHRIS TEC EIRELI
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";12.000000;12.000;CX ;0;2.000;2024-03-22;"00513";LAMINA 1.1 FOSCA NAO LAPIDADA C/50;;"22240309470570000110550010000189361000280940";KHRIS TEC EIRELI
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";10.910000;10.910;CX ;0;2.000;2024-03-22;"02765";LAMINA 1.1 LISA LAPIDADA C/50;;"22240309470570000110550010000189361000280940";KHRIS TEC EIRELI
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";214.200000;188.500;CX ;0;1.000;2024-03-22;"02618";CIMETIDINA 150MG INJ AMP 2ML CX/100;;"22240305348580000126550010000527651419290960";DROGAROCHA DISTRIBUIDORA DE MEDIC.LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1403";25.000000;25.000;UND;0;3.000;2024-03-22;"00683";SORO ANTI-B 10 ML;;"22240318988625000179550010000237121406588735";RONALDO A DA SILVA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";120.000000;120.000;CX ;0;4.000;2024-03-22;"00562";TROPONINA I C/20 TESTES ECO;;"22240318988625000179550010000237121406588735";RONALDO A DA SILVA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";401.220000;401.220;UND;0;1.000;2024-03-22;"00680";SDH 20 DILUENTE REF 206-20(20LIT);;"22240309470570000110550010000189361000280940";KHRIS TEC EIRELI
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";6.400000;6.400;CX ;0;60.000;2024-03-22;"02601";LANCETA SIMPLES 28G CX/100 ML3;;"22240320391591000182550020000147051165500723";SHOPPING SAUDE LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";39.800000;39.800;CX ;0;10.000;2024-03-22;"00282";BETA TEST REF:712T-25 CX/25;;"22240309470570000110550010000189361000280940";KHRIS TEC EIRELI
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";146.620000;146.620;KIT;0;8.000;2024-03-22;"00286";URIQUESTE PLUS I 150 TESTES;;"22240309470570000110550010000189541000281139";KHRIS TEC EIRELI
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1403";25.000000;25.000;UND;0;3.000;2024-03-22;"00682";SORO ANTI-A  EBRAM;;"22240318988625000179550010000237121406588735";RONALDO A DA SILVA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";0.570000;0.570;UND;0;100.000;2024-03-22;"02772";SONDA URETRAL N.6;;"26240321596736000144550010002094941274267120";ULTRAMEGA DISTRIBUIDORA HOSPITALAR LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";304.650000;304.650;UND;0;1.000;2024-03-22;"02290";AMILASE CNPG LIQUI.REF:142-2/30;;"22240309470570000110550010000189361000280940";KHRIS TEC EIRELI
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";423.500000;444.080;CX ;0;1.000;2024-03-22;"00443";GENTAMICINA 40MG CX/100 AMP 1ML IM/IV;;"22240305577401000122550010002257411341591289";OTIMA DISTRIBUIDORA MEDICA HOSPITALAR LT
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";61.280000;61.280;UND;0;4.000;2024-03-22;"00684";SORO ANTI-D MONOCLONAL EBRAM;;"22240309470570000110550010000189361000280940";KHRIS TEC EIRELI
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";25.000000;25.000;CX ;0;15.000;2024-03-22;"02771";LAMINA P/BISTURI N.24 CX/100 UND;;"26240321596736000144550010002094941274267120";ULTRAMEGA DISTRIBUIDORA HOSPITALAR LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1403";90.740000;90.740;UND;0;5.000;2024-03-22;"01812";VDRL 5ML C/CONTROLE 250T;;"22240306893534000170550010000350431548492386";CLINILAB DISTRIBUIDORA LIMITADA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";38.000000;38.000;UND;0;15.000;2024-03-22;"00393";GLICOSIMETRO(MEDIDOR DE GLICOSE);;"22240320391591000182550020000147051165500723";SHOPPING SAUDE LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";199.690000;199.690;KIT;0;4.000;2024-03-22;"00288";UREIA UV LIQUIFORME REF:104-4/50;;"22240309470570000110550010000189361000280940";KHRIS TEC EIRELI
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";497.850000;497.850;KIT;0;2.000;2024-03-22;"02139";CK-MB LIQUIFORME;;"22240309470570000110550010000189361000280940";KHRIS TEC EIRELI
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";146.620000;146.620;KIT;0;8.000;2024-03-22;"00286";URIQUESTE PLUS I 150 TESTES;;"22240309470570000110550010000189361000280940";KHRIS TEC EIRELI
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";104.760000;104.760;KIT;0;6.000;2024-03-22;"00677";PCR SEROLATEX (120 TESTES);;"22240309470570000110550010000189361000280940";KHRIS TEC EIRELI
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";54.100000;54.100;KIT;0;4.000;2024-03-22;"01021";CREATININA K 300TESTES;;"22240309470570000110550010000189361000280940";KHRIS TEC EIRELI
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";104.570000;104.570;UND;0;7.000;2024-03-22;"02283";ALT/GPT LIQUIFORM-REF:108-1/100;;"22240309470570000110550010000189361000280940";KHRIS TEC EIRELI
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";17.000000;17.000;UND;0;10.000;2024-03-22;"02306";CLOREXIDINA 0,12% 1LT;;"26240321596736000144550010002094941274267120";ULTRAMEGA DISTRIBUIDORA HOSPITALAR LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";7.500000;9.080;PCT;0;150.000;2024-03-22;"01622";COMPRESSA DE GAZE 7,5X7,5 09FIOS NAO ESTERIL;;"26240321596736000144550010002094941274267120";ULTRAMEGA DISTRIBUIDORA HOSPITALAR LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2403";8.270000;9.952;UND;0;30.000;2024-03-22;"02769";AGUA P/INJECAO 500ML SIST.FECHADO;;"26240321596736000144550010002094941274267120";ULTRAMEGA DISTRIBUIDORA HOSPITALAR LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";125.000000;150.423;CX ;0;6.000;2024-03-22;"02084";CIMETIDINA 300MG CX/100AMP C/2ML(VP);;"26240321596736000144550010002094941274267120";ULTRAMEGA DISTRIBUIDORA HOSPITALAR LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";90.000000;90.000;CX ;0;24.000;2024-03-22;"01887";BROMOPRIDA 10MG CX/50 AMP 2ML;;"26240321596736000144550010002094941274267120";ULTRAMEGA DISTRIBUIDORA HOSPITALAR LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";11.880000;14.296;PCT;0;100.000;2024-03-22;"01194";ATADURA CREPOM 20X1,80 4,5M 13F PCT/12;;"26240321596736000144550010002094941274267120";ULTRAMEGA DISTRIBUIDORA HOSPITALAR LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2403";46.200000;55.600;CX ;0;1.000;2024-03-22;"02770";CITALOPRAM 20MG CX/300 CPR (G)(C1)(VP);;"26240321596736000144550010002094941274267120";ULTRAMEGA DISTRIBUIDORA HOSPITALAR LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";104.660000;104.660;KIT;0;7.000;2024-03-22;"02284";AST/GOT LIQUIFORM-REF:109-1/100;;"22240309470570000110550010000189361000280940";KHRIS TEC EIRELI
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";57.550000;57.550;KIT;0;1.000;2024-03-22;"00278";CREATININA REF:35-100 100 TESTES;;"22240309470570000110550010000189541000281139";KHRIS TEC EIRELI
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2403";20.900000;25.304;CX ;0;30.000;2024-03-22;"01889";ENALAPRIL 10MG CX/500 CPR(VP);;"26240321596736000144550010002094941274267120";ULTRAMEGA DISTRIBUIDORA HOSPITALAR LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";180.000000;180.000;UND;0;1.000;2024-03-22;"02768";MICROPIPETA VOLUME FIXO 10UL;;"22240318988625000179550010000237121406588735";RONALDO A DA SILVA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";98.890000;98.890;KIT;0;1.000;2024-03-22;"02764";CORANTE ZIEHL NEELSEN 3X500ML;;"22240306893534000170550010000350431548492386";CLINILAB DISTRIBUIDORA LIMITADA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";66.850000;66.850;KIT;0;3.000;2024-03-22;"00281";ACIDO URICO LIQU REF:140-1(100TESTES);;"22240309470570000110550010000189361000280940";KHRIS TEC EIRELI
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";70.650000;70.650;KIT;0;1.000;2024-03-22;"00681";BILIRRUBINA REF 31 110 TESTES;;"22240309470570000110550010000189361000280940";KHRIS TEC EIRELI
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";104.650000;104.650;KIT;0;6.000;2024-03-22;"00275";COLESTEROL LIQUIFORME REF-76/2/100 200 TESTES;;"22240309470570000110550010000189361000280940";KHRIS TEC EIRELI
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";4.800000;5.776;UND;0;30.000;2024-03-22;"01236";LIDOCAINA GEL 2% 30G;;"26240321596736000144550010002094941274267120";ULTRAMEGA DISTRIBUIDORA HOSPITALAR LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";17.900000;21.321;LT ;0;24.000;2024-03-22;"00441";CLOREXIDINA 2% 1000ML;;"26240321596736000144550010002094941274267120";ULTRAMEGA DISTRIBUIDORA HOSPITALAR LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";816.520000;816.520;GL ;0;1.000;2024-03-22;"00564";SDH 20 LISANTE 5L REF:205;;"22240309470570000110550010000189361000280940";KHRIS TEC EIRELI
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";64.000000;64.000;CX ;0;1.000;2024-03-22;"02654";SONDA URETRAL N.12 CX/100 UND;;"26240321596736000144550010002094941274267120";ULTRAMEGA DISTRIBUIDORA HOSPITALAR LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";0.590000;0.590;UND;0;100.000;2024-03-22;"02653";SONDA URETRAL N.10;;"26240321596736000144550010002094941274267120";ULTRAMEGA DISTRIBUIDORA HOSPITALAR LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";0.670000;0.670;UND;0;150.000;2024-03-22;"02650";SONDA ASPIRACAO TRAQUEAL N.08;;"26240321596736000144550010002094941274267120";ULTRAMEGA DISTRIBUIDORA HOSPITALAR LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";44.550000;44.550;KIT;0;1.000;2024-03-22;"02766";ALBUMINA REF.19-250 250 TESTES;;"22240309470570000110550010000189361000280940";KHRIS TEC EIRELI
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";78.140000;78.140;KIT;0;1.000;2024-03-22;"02767";CALCIO LIQUEFORM REF.90-2 120 TESTES;;"22240309470570000110550010000189361000280940";KHRIS TEC EIRELI
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";132.990000;132.990;KIT;0;1.000;2024-03-22;"00675";UREIA CE REF 27-500(500 TESTES);;"22240309470570000110550010000189361000280940";KHRIS TEC EIRELI
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";63.600000;63.600;KIT;0;1.000;2024-03-22;"02289";MAGNESIO 200 TESTES;;"22240309470570000110550010000189361000280940";KHRIS TEC EIRELI
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";197.900000;197.900;KIT;0;1.000;2024-03-22;"02171";CK NAC LIQUIFORM REF. 117-2/30ML;;"22240309470570000110550010000189361000280940";KHRIS TEC EIRELI
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";84.700000;84.700;KIT;0;1.000;2024-03-22;"02169";GAMA GT LIQUIFORM;;"22240309470570000110550010000189361000280940";KHRIS TEC EIRELI
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";57.550000;57.550;KIT;0;1.000;2024-03-22;"00278";CREATININA REF:35-100 100 TESTES;;"22240309470570000110550010000189361000280940";KHRIS TEC EIRELI
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";7.390000;7.750;PCT;0;15.000;2024-03-25;"02598";SONDA ASPIRACAO TRAQUEAL N.6 PCT/10;;"22240305577401000122550010002257191231961080";OTIMA DISTRIBUIDORA MEDICA HOSPITALAR LT
Saidas por NF-e / NFC-e;"55";"00";"13";NF-E VENDA P/ PESSOA JURIDICA;"5";"5102";94.670000;129.600;CX ;5.000;0;2024-03-25;"01932";CATGUT CROMADO 4.0 C/AG.2,0 CX/24 UND;;"22240342247960000109550010000008121000008130";FUNDO MUNIC DE SAUDE DE PEDRO II
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";8.090000;8.480;UND;0;30.000;2024-03-25;"00758";AGUA P/INJECAO INJ 500ML SF;;"22240305577401000122550010002257191231961080";OTIMA DISTRIBUIDORA MEDICA HOSPITALAR LT
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";57.750000;60.560;LT ;0;24.000;2024-03-25;"00528";PVPI TOPICO 1L;;"22240305577401000122550010002257191231961080";OTIMA DISTRIBUIDORA MEDICA HOSPITALAR LT
Saidas por NF-e / NFC-e;"55";"00";"13";NF-E VENDA P/ PESSOA JURIDICA;"5";"5102";2.490000;0.523;AMP;200.000;0;2024-03-25;"02159";AMIODARONA 50MG/ML INJ 3ML CX/100;;"22240342247960000109550010000008121000008130";FUNDO MUNIC DE SAUDE DE PEDRO II
Saidas por NF-e / NFC-e;"55";"00";"13";NF-E VENDA P/ PESSOA JURIDICA;"5";"5102";5.460000;13.646;UND;24.000;0;2024-03-25;"02410";CEFALEXINA SUSP.250MG/5ML C/60ML(G)(VP);;"22240342247960000109550010000008121000008130";FUNDO MUNIC DE SAUDE DE PEDRO II
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";0.740000;0.775;UND;0;100.000;2024-03-25;"02652";SONDA URETRAL N.08;;"22240305577401000122550010002257191231961080";OTIMA DISTRIBUIDORA MEDICA HOSPITALAR LT
Saidas por NF-e / NFC-e;"55";"00";"13";NF-E VENDA P/ PESSOA JURIDICA;"5";"5102";94.740000;56.844;CX ;19.000;0;2024-03-25;"02165";CATGUT CROMADO 3.0 C/AG 3,0 CX/24;;"22240342247960000109550010000008121000008130";FUNDO MUNIC DE SAUDE DE PEDRO II
Saidas por NF-e / NFC-e;"55";"00";"13";NF-E VENDA P/ PESSOA JURIDICA;"5";"5102";47.980000;28.788;CX ;8.000;0;2024-03-25;"02166";ALGODAO CIRURGICO 0 C/AG CX/24;;"22240342247960000109550010000008121000008130";FUNDO MUNIC DE SAUDE DE PEDRO II
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";3.800000;3.800;UND;0;210.000;2024-03-26;"02237";SORO FISIOLOGICO 0,9% 100ML;;"52240308774906000175550030000687611746766381";HOSPDROGAS COMERCIAL LTDA  EPP
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";8.990000;8.990;UND;0;10.000;2024-03-26;"00378";ESTANTE ACO 03 PRAT (MED:100X92X30);;"52240308774906000175550030000687611746766381";HOSPDROGAS COMERCIAL LTDA  EPP
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";36.200000;38.082;KIT;0;30.000;2024-04-01;"02407";CONJUNTO P/POLIMENTO DE RESINA C/06 UND;;"32240302543673000202550010000201941110208004";"3R-INDUSTRIA E COMERCIO EIRELI"
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";33.560000;35.305;KIT;0;15.000;2024-04-01;"02269";KIT ACABAMENTO FINO E ULTRAFINO -7 PCS;;"32240302543673000202550010000201941110208004";"3R-INDUSTRIA E COMERCIO EIRELI"
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";143.110000;143.110;UND;0;6.000;2024-04-01;"01266";DIATON I 10L-10101;;"22240406893534000170550010000351471666591510";CLINILAB DISTRIBUIDORA LIMITADA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";311.220000;311.220;UND;0;3.000;2024-04-01;"01267";DIALYSE I3 1L-10102;;"22240406893534000170550010000351471666591510";CLINILAB DISTRIBUIDORA LIMITADA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";30.800000;30.800;UND;0;1.000;2024-04-01;"01433";DIACLEAR 50ML-10104;;"22240406893534000170550010000351471666591510";CLINILAB DISTRIBUIDORA LIMITADA
Saidas por NF-e / NFC-e;"55";"00";"13";NF-E VENDA P/ PESSOA JURIDICA;"5";"6108";15.980000;13.940;FRA;800.000;0;2024-04-02;"01585";CEFALEXINA SUSP.250MG/5 ML C/60ML(G);;"22240442247960000109550010000008191000008208";FUNDO MUNIC DE SAUDE COELHO NETO MA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";65.000000;65.000;CX ;0;10.000;2024-04-02;"01020";TUBO A VACUO T.ROXA DE 4ML CX 100;;"22240418988625000179550010000237841314396719";RONALDO A DA SILVA
Saidas por NF-e / NFC-e;"55";"00";"13";NF-E VENDA P/ PESSOA JURIDICA;"5";"6108";6.500000;262.090;AMP;1000.000;0;2024-04-02;"02370";CEFALOTINA 1GR INJ IV/IM CX C/50 AMP;;"22240442247960000109550010000008181000008197";FUNDO MUNIC DE SAUDE COELHO NETO MA
Saidas por NF-e / NFC-e;"55";"00";"13";NF-E VENDA P/ PESSOA JURIDICA;"5";"6108";6.500000;262.090;AMP;1000.000;0;2024-04-02;"02370";CEFALOTINA 1GR INJ IV/IM CX C/50 AMP;;"22240442247960000109550010000008171000008181";FUNDO MUNIC DE SAUDE COELHO NETO MA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";85.000000;85.000;KIT;0;2.000;2024-04-02;"01277";TGP ALT CINETICA 100/200 TESTES;;"22240418988625000179550010000237841314396719";RONALDO A DA SILVA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1403";5.100000;5.348;UND;0;10.000;2024-04-02;"02644";HIDROXIDO DE ALUMINIO C/100ML;;"22240426113505000156550020000076071740413651";REMAC MAIS DISTRIBUIDORA LTDA
Saidas por NF-e / NFC-e;"55";"00";"13";NF-E VENDA P/ PESSOA JURIDICA;"5";"6108";0.070000;25.304;CPR;5000.000;0;2024-04-02;"01889";ENALAPRIL 10MG CX/500 CPR(VP);;"22240442247960000109550010000008181000008197";FUNDO MUNIC DE SAUDE COELHO NETO MA
Saidas por NF-e / NFC-e;"55";"00";"10";NF-E VENDAS;"5";"5102";0.330000;0.170;UND;4100.000;0;2024-04-02;"00869";SERINGA DESC 03ML C/AG 25X07 LUER SLIP;;"22240442247960000109550010000008131000008140";FUNDO MUNC DE SAUDE DE PIRACURUCA PI
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";85.000000;85.000;KIT;0;2.000;2024-04-02;"01278";TGO AST CINETICA 100/200 TESTES;;"22240418988625000179550010000237841314396719";RONALDO A DA SILVA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";80.000000;80.000;KIT;0;2.000;2024-04-02;"01524";COLESTEROL TOTAL MONORREAGENTE 200ML;;"22240418988625000179550010000237841314396719";RONALDO A DA SILVA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";25.000000;25.000;CX ;0;1.000;2024-04-02;"01230";SORO CONTROLE RH;;"22240418988625000179550010000237841314396719";RONALDO A DA SILVA
Saidas por NF-e / NFC-e;"55";"00";"13";NF-E VENDA P/ PESSOA JURIDICA;"5";"6108";134.930000;98.180;KIT;25.000;0;2024-04-02;"00547";CIMENTO ENDO OBTUR SEALER 26 PO/LIQ;;"22240442247960000109550010000008161000008176";PREFEITURA MUNIC DE CODO MA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1403";5.250000;5.505;FRA;0;10.000;2024-04-02;"02775";DEXAMETASONA 0,1MG/ML SUSP XPE 100 ML;;"22240426113505000156550020000076071740413651";REMAC MAIS DISTRIBUIDORA LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1403";80.250000;84.150;CX ;0;2.000;2024-04-02;"02774";NITROPUSSETO DE SODIO 25MG/ML CX/5 AMP C/2ML;;"22240426113505000156550020000076071740413651";REMAC MAIS DISTRIBUIDORA LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";144.140000;144.140;UND;0;8.000;2024-04-02;"02773";BANDEJA DE COLUNA FIXA;;"35240338907770000195550010000202371311537756";PRISMA INSTRUMENTOS ODONTOLOGICOS LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";75.000000;75.000;UND;0;6.000;2024-04-02;"01441";VDRL PRONTO P/USO 6ML;;"22240418988625000179550010000237841314396719";RONALDO A DA SILVA
